Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
BRF1,Invasive,Normal,62,10,1.42309528070084,6.90370225599271,58.7836612213797,4.00243068972741e-09,0.361481046118951,0.656583470010081,8.09403225806452,7.585,0,two.sided,Welch Two Sample t-test,4.52086071728687e-07
WDR45,Invasive,Normal,62,10,1.45303002641954,7.52558427167571,38.7856309683592,4.25673748270461e-09,0.39415169908922,0.683977333168846,8.98306451612903,8.444,0,two.sided,Welch Two Sample t-test,4.75828261408649e-07
C21orf63,Invasive,Normal,62,10,-2.7649589555356,-7.74056094208175,34.9983607709259,4.34458564583575e-09,-1.85207477729426,-1.08244135173799,9.22774193548387,10.695,0,two.sided,Welch Two Sample t-test,4.8314479754258e-07
MED31,Invasive,Normal,62,10,1.2433998608896,6.73238205299564,66.6400344899807,4.64925746919736e-09,0.22110066115857,0.407479984002721,7.88629032258065,7.572,0,two.sided,Welch Two Sample t-test,5.13059236012603e-07
LOC402677,Invasive,Normal,62,10,-3.27263251984189,-9.15680383861202,22.5601247951734,4.66630684251092e-09,-2.09728529502187,-1.32361793078459,9.04354838709677,10.754,0,two.sided,Welch Two Sample t-test,5.13627060307809e-07
TTC7A,Invasive,Normal,62,10,1.39833465876061,7.42260982484535,40.1038578464588,4.79464046455485e-09,0.352012755526117,0.615406599312594,8.07370967741936,7.59,0,two.sided,Welch Two Sample t-test,5.26410042658047e-07
ZFPL1,Invasive,Normal,62,10,1.43948064129349,7.73463586101317,34.3758593678911,4.98601776190111e-09,0.387518249798279,0.663578524395271,9.19854838709677,8.673,0,two.sided,Welch Two Sample t-test,5.46032219265251e-07
HIST1H2AM,Invasive,Normal,62,10,1.45817239036248,6.82999920121281,58.7704508039414,5.33492197143443e-09,0.384724489847753,0.703598090797409,7.90016129032258,7.356,0,two.sided,Welch Two Sample t-test,5.79826733560335e-07
HIST1H3C,Invasive,Normal,62,10,1.39343447373208,6.63856873733721,67.5450917658481,6.47683369075998e-09,0.334752994865645,0.622537327715001,7.37564516129032,6.897,0,two.sided,Welch Two Sample t-test,6.86639852798309e-07
EPR1,Invasive,Normal,62,10,1.37210139464154,6.60158894116821,69.8416375778704,6.65285681684957e-09,0.318500345816439,0.594273847731948,7.24838709677419,6.792,0,two.sided,Welch Two Sample t-test,7.03572220425062e-07
GSPT2,Invasive,Normal,62,10,-1.96261092148583,-6.63493079714791,67.2356495298721,6.69056356081805e-09,-1.2653982452013,-0.680150141895479,9.17322580645161,10.146,0,two.sided,Welch Two Sample t-test,7.05829918147133e-07
CNOT8,Invasive,Normal,62,10,-1.59125085612142,-6.84202105948965,55.2414093853918,6.71009059963668e-09,-0.866433899974553,-0.473888680670608,9.41983870967742,10.09,0,two.sided,Welch Two Sample t-test,7.06163388275911e-07
AKTIP,Invasive,Normal,62,10,-1.78633170470552,-7.21160233030459,42.1678869872131,7.09297281832602e-09,-1.07119693575888,-0.602803064241121,9.465,10.302,0,two.sided,Welch Two Sample t-test,7.44641341034382e-07
C8orf51,Invasive,Normal,62,10,1.47265486335947,6.62376480828759,66.956744995274,7.11531746019583e-09,0.39014300964048,0.726695700036939,7.99741935483871,7.439,0,two.sided,Welch Two Sample t-test,7.45174072263421e-07
C2orf33,Invasive,Normal,62,10,-1.92613614056895,-7.9259562445035,30.1956848883172,7.24931681908224e-09,-1.18932344955763,-0.702095905281085,9.17629032258064,10.122,0,two.sided,Welch Two Sample t-test,7.5190750507154e-07
KDELR1,Invasive,Normal,62,10,1.48748071866998,6.70959150305673,61.0407110035347,7.27450215326446e-09,0.402143607301948,0.743598328181925,8.97387096774194,8.401,0,two.sided,Welch Two Sample t-test,7.52710357096055e-07
LOC648294,Invasive,Normal,62,10,-2.33243796325846,-7.06876235329775,45.3278606442267,7.75875874582326e-09,-1.56990788596895,-0.87376953338589,12.5401612903226,13.762,0,two.sided,Welch Two Sample t-test,7.95189839346276e-07
NUP205,Invasive,Normal,62,10,1.4035658723389,6.96900875292813,48.312502047473,7.94389732287212e-09,0.348010616000585,0.630182932386512,11.2220967741935,10.733,0,two.sided,Welch Two Sample t-test,8.10315086731173e-07
C2orf48,Invasive,Normal,62,10,1.49337930654855,6.54446308869948,69.8290884459696,8.43755963040355e-09,0.402249546283126,0.754911744039455,7.48758064516129,6.909,0,two.sided,Welch Two Sample t-test,8.54609912987447e-07
LOC647436,Invasive,Normal,62,10,-4.34023811285605,-9.29368732898515,20.463201263912,8.69322297194546e-09,-2.59241872232514,-1.64312966477163,9.05322580645161,11.171,0,two.sided,Welch Two Sample t-test,8.74440454155383e-07
RPS23,Invasive,Normal,62,10,-1.87975988375813,-6.86897791156025,49.9932692348134,9.62754531032112e-09,-1.17680289894411,-0.644293875249442,13.6264516129032,14.537,0,two.sided,Welch Two Sample t-test,9.52773681306733e-07
PHF3,Invasive,Normal,62,10,-1.95049284979777,-8.01646931043645,28.0594345590585,9.77185325111985e-09,-1.21009995420339,-0.717577465151455,9.32516129032258,10.289,0,two.sided,Welch Two Sample t-test,9.62328274524355e-07
SNX19,Invasive,Normal,62,10,-1.61360820228322,-6.49658094669201,69.9186485774038,1.02418081917157e-08,-0.902212379956815,-0.478368265204477,10.8037096774194,11.494,0,two.sided,Welch Two Sample t-test,9.95300765441777e-07
LOC352909,Invasive,Normal,62,10,1.27168551150013,6.4985206368728,69.6529957866044,1.02978144675282e-08,0.240315319443931,0.45316855152381,7.43774193548387,7.091,0,two.sided,Welch Two Sample t-test,9.97011449764402e-07
AP4M1,Invasive,Normal,62,10,1.38960747461808,7.12451579214805,41.4954381735606,1.03056249790239e-08,0.340172415812235,0.609182422897443,8.38467741935484,7.91,0,two.sided,Welch Two Sample t-test,9.97011449764402e-07
LOC645436,Invasive,Normal,62,10,-3.11150573043124,-8.32716331719805,25.0167337002356,1.11699287310326e-08,-2.04262627825463,-1.23259952819698,10.9083870967742,12.546,0,two.sided,Welch Two Sample t-test,1.07340776144008e-06
HLA-DPA1,Invasive,Normal,62,10,-4.92402712655479,-8.26886329214209,25.2453303313314,1.18698169815043e-08,-2.87238096254758,-1.72729645680726,10.7801612903226,13.08,0,two.sided,Welch Two Sample t-test,1.13560723529478e-06
HIST3H2BB,Invasive,Normal,62,10,1.27907137692102,6.45669507744193,69.9435168122955,1.20648245064554e-08,0.245407803073196,0.464785745313902,7.36209677419355,7.007,0,two.sided,Welch Two Sample t-test,1.1517102827534e-06
LOC284230,Invasive,Normal,62,10,-1.96907236037362,-6.58835940290626,60.0574235716378,1.2497087431026e-08,-1.27429485828894,-0.680737399775577,13.1904838709677,14.168,0,two.sided,Welch Two Sample t-test,1.18679083530175e-06
DKFZP564O0823,Invasive,Normal,62,10,-3.89183787738526,-7.4462438400697,33.8850475696628,1.25148287304695e-08,-2.49556905112095,-1.4253341746855,9.86854838709677,11.829,0,two.sided,Welch Two Sample t-test,1.18679083530175e-06
PNLIPRP1,Invasive,Normal,62,10,1.13257995628966,7.68004496502847,30.6289745987174,1.25701970215314e-08,0.131891454700767,0.227334351750846,7.21661290322581,7.037,0,two.sided,Welch Two Sample t-test,1.18942732694087e-06
FLJ13236,Invasive,Normal,62,10,1.38309784941135,6.44458740710756,69.9291982734908,1.2693228139577e-08,0.323096411810728,0.612710039802175,7.55290322580645,7.085,0,two.sided,Welch Two Sample t-test,1.19488792448142e-06
LOC55565,Invasive,Normal,62,10,1.49695645774585,7.87649494785119,28.2754771311811,1.31000999960794e-08,0.430731969975207,0.733332546153826,8.52903225806452,7.947,0,two.sided,Welch Two Sample t-test,1.22612389290853e-06
CRY2,Invasive,Normal,62,10,-1.61548543322915,-6.91131576694983,44.5711868253374,1.44651069088461e-08,-0.893675318313203,-0.490260165557764,10.2090322580645,10.901,0,two.sided,Welch Two Sample t-test,1.33935715215213e-06
PIGH,Invasive,Normal,62,10,-1.58093077113441,-8.66444720019952,22.0946282827322,1.47821729026593e-08,-0.818894102122425,-0.50265428497435,8.60822580645161,9.269,0,two.sided,Welch Two Sample t-test,1.36578414647525e-06
RANBP6,Invasive,Normal,62,10,-1.8125644042721,-7.51744227727219,31.8044181321668,1.52679931270026e-08,-1.09058158377951,-0.625482932349519,8.65596774193548,9.514,0,two.sided,Welch Two Sample t-test,1.39921557389937e-06
DOCK1,Invasive,Normal,62,10,-1.89728378342216,-7.4601545160101,32.5621582840487,1.54234768447598e-08,-1.17603770928207,-0.671833258459871,9.42806451612903,10.352,0,two.sided,Welch Two Sample t-test,1.40696020908604e-06
LOC731557,Invasive,Normal,62,10,-2.38373821575697,-7.49608627625311,31.5935970245337,1.68899588886908e-08,-1.59394038650142,-0.912511226401804,12.2367741935484,13.49,0,two.sided,Welch Two Sample t-test,1.52461913416157e-06
ID3,Invasive,Normal,62,10,-3.93321671056751,-9.02682735208147,20.0339467752088,1.69409002621409e-08,-2.4322167505099,-1.5192026043288,10.6212903225806,12.597,0,two.sided,Welch Two Sample t-test,1.52602497810199e-06
FANCA,Invasive,Normal,62,10,1.15583501741303,8.49616388215514,22.6256375342479,1.71478729142516e-08,0.158016970063553,0.259853997678384,7.35693548387097,7.148,0,two.sided,Welch Two Sample t-test,1.54145087605027e-06
HIST1H3E,Invasive,Normal,62,10,1.41272814519226,7.40765784904376,32.3993517718684,1.84288274076177e-08,0.361478649835721,0.635489092099764,7.63048387096774,7.132,0,two.sided,Welch Two Sample t-test,1.64630858174718e-06
ACSL3,Invasive,Normal,62,10,-1.39265577592924,-6.67437319110627,50.2947872363768,1.89070387712232e-08,-0.621616695613485,-0.334060723741354,8.31016129032258,8.788,0,two.sided,Welch Two Sample t-test,1.6786026932114e-06
EHMT2,Invasive,Normal,62,10,1.33237482509202,6.6335017232346,50.6144585912235,2.1326975573132e-08,0.28868256445906,0.539317435540939,8.455,8.041,0,two.sided,Welch Two Sample t-test,1.87799253475408e-06
ZFYVE21,Invasive,Normal,62,10,-1.68465317876342,-7.8720243919253,26.2471854389058,2.23637912853902e-08,-0.948840463516185,-0.556062762290267,11.3585483870968,12.111,0,two.sided,Welch Two Sample t-test,1.96128631378459e-06
PLS3,Invasive,Normal,62,10,-2.07242886184163,-6.61863230075048,50.2137016792781,2.32849348446237e-08,-1.3703342450682,-0.732310916222125,9.94967741935484,11.001,0,two.sided,Welch Two Sample t-test,2.02409445819639e-06
VPS36,Invasive,Normal,62,10,-2.02452105226919,-7.77819366316799,26.9551841707839,2.32887816800868e-08,-1.28603185008653,-0.749129440236048,10.5324193548387,11.55,0,two.sided,Welch Two Sample t-test,2.02409445819639e-06
LOC651894,Invasive,Normal,62,10,-1.53412852710172,-6.34274909937643,66.1141505532256,2.3314520852035e-08,-0.811763758307507,-0.423074951369912,14.6275806451613,15.245,0,two.sided,Welch Two Sample t-test,2.02409445819639e-06
KIAA0247,Invasive,Normal,62,10,-1.59823978272546,-7.00988095109503,37.9439447951832,2.40360850450133e-08,-0.871856153627465,-0.481111588308019,9.60951612903226,10.286,0,two.sided,Welch Two Sample t-test,2.08254818779565e-06
LARP7,Invasive,Normal,62,10,-1.66998912708849,-7.157086812724,34.8380152625851,2.46219968086975e-08,-0.949728871880343,-0.529948547474497,9.20516129032258,9.945,0,two.sided,Welch Two Sample t-test,2.12903791242822e-06
C14orf21,Invasive,Normal,62,10,1.22132877052365,6.94602290475405,38.9356959164482,2.56383540358539e-08,0.204449691733747,0.372453534072703,7.82645161290323,7.538,0,two.sided,Welch Two Sample t-test,2.20807125736332e-06
LOC643932,Invasive,Normal,62,10,1.21468366286757,6.25536328264884,69.9011494781308,2.7716788771559e-08,0.19111911599338,0.3700421743292,7.96258064516129,7.682,0,two.sided,Welch Two Sample t-test,2.34036008202589e-06
B2M,Invasive,Normal,62,10,-2.33854777638224,-7.04956441213203,36.0962702252535,2.7858074569647e-08,-1.57817766675175,-0.873048139699857,13.7783870967742,15.004,0,two.sided,Welch Two Sample t-test,2.34769570611549e-06
Kua,Invasive,Normal,62,10,1.46408569594563,7.17290709619107,33.7491127601023,2.81791199143933e-08,0.39413005716601,0.705869942833991,8.64,8.09,0,two.sided,Welch Two Sample t-test,2.37012215607455e-06
ARL6IP5,Invasive,Normal,62,10,-2.02388740710128,-7.33236410682819,31.201178797151,2.85847275506383e-08,-1.29997182582451,-0.734286238691625,12.1738709677419,13.191,0,two.sided,Welch Two Sample t-test,2.39955996956214e-06
LPXN,Invasive,Normal,62,10,-2.03341294319148,-6.46588835696261,54.463593343791,2.92824343265887e-08,-1.34132322314854,-0.706483228464364,10.0820967741935,11.106,0,two.sided,Welch Two Sample t-test,2.45335626470612e-06
LOC642115,Invasive,Normal,62,10,-1.9986141859809,-6.84852512837515,40.1896516568573,2.97864378707297e-08,-1.29377260084023,-0.70422739915977,13.13,14.129,0,two.sided,Welch Two Sample t-test,2.4907465528028e-06
HIST1H1D,Invasive,Normal,62,10,1.38368555866464,6.27368967825992,66.7024580805731,2.99138255647178e-08,0.319442961287707,0.617589296776809,7.80951612903226,7.341,0,two.sided,Welch Two Sample t-test,2.49656043610531e-06
ZNF7,Invasive,Normal,62,10,1.31042270404056,6.36676705277124,59.5109228027523,3.06313665033427e-08,0.267472006146814,0.51259250998222,10.0990322580645,9.709,0,two.sided,Welch Two Sample t-test,2.54659383793108e-06
PSG1,Invasive,Normal,62,10,1.33121346887643,6.21977303684708,69.9722041552951,3.19731632019907e-08,0.280390870912219,0.545093000055521,7.44274193548387,7.03,0,two.sided,Welch Two Sample t-test,2.63229438996326e-06
DOCK2,Invasive,Normal,62,10,-2.05769942458099,-6.46099538547914,53.1274585318736,3.28655637727684e-08,-1.36419134187702,-0.717873174252014,8.53096774193548,9.572,0,two.sided,Welch Two Sample t-test,2.69086023845809e-06
NACAP1,Invasive,Normal,62,10,-2.82198374416807,-8.15551075651603,22.7497794060628,3.33872406187906e-08,-1.87658353210301,-1.1168358227357,9.67129032258065,11.168,0,two.sided,Welch Two Sample t-test,2.71298052395401e-06
ALDH1A3,Invasive,Normal,62,10,-2.62976791673433,-6.23889005768306,66.87608843488,3.41380871931827e-08,-1.84123245125158,-0.948638516490357,9.72306451612903,11.118,0,two.sided,Welch Two Sample t-test,2.76035016786769e-06
EIF1B,Invasive,Normal,62,10,-1.95420341291412,-6.8744434558265,38.4733935462075,3.41621161963786e-08,-1.25110547556515,-0.682055814757432,10.5724193548387,11.539,0,two.sided,Welch Two Sample t-test,2.76035016786769e-06
KLHDC3,Invasive,Normal,62,10,1.42526067436699,6.20323457421404,69.8408095692096,3.4416107200824e-08,0.346852112531303,0.675599500371923,12.2532258064516,11.742,0,two.sided,Welch Two Sample t-test,2.77567512803954e-06
ACOX2,Invasive,Normal,62,10,-3.37156720462147,-7.38054282440472,29.5395348700308,3.51080352377064e-08,-2.2389259566528,-1.26791275302462,8.14258064516129,9.896,0,two.sided,Welch Two Sample t-test,2.82093390025429e-06
ESCO2,Invasive,Normal,62,10,1.23315558950693,6.21511793849416,67.7393880762696,3.60777790427963e-08,0.205271931228818,0.399437746190538,7.21935483870968,6.917,0,two.sided,Welch Two Sample t-test,2.87314042824526e-06
SLC35E2,Invasive,Normal,62,10,1.31294497216846,6.29580829090105,61.4422032807876,3.60907136393096e-08,0.268064608148575,0.517548295077233,7.9958064516129,7.603,0,two.sided,Welch Two Sample t-test,2.87314042824526e-06
GPR124,Invasive,Normal,62,10,-2.57622404424082,-7.50317054608068,27.6468872832534,3.88441668454198e-08,-1.73819566881665,-0.992320460215607,8.85774193548387,10.223,0,two.sided,Welch Two Sample t-test,3.08097079236429e-06
DIP2A,Invasive,Normal,62,10,1.28733461220082,6.8621407174962,37.529802608976,4.02764980749553e-08,0.256845330519559,0.471928863028829,7.88838709677419,7.524,0,two.sided,Welch Two Sample t-test,3.18871621823518e-06
C4orf20,Invasive,Normal,62,10,-1.63021756515644,-7.38723503679865,28.5562738827951,4.25444572574289e-08,-0.900400492113175,-0.509728540144891,10.171935483871,10.877,0,two.sided,Welch Two Sample t-test,3.34647280643066e-06
GINS1,Invasive,Normal,62,10,1.14104432743039,6.48363862732884,48.7987204275447,4.25793448301296e-08,0.13134903866166,0.249360638757694,7.66935483870968,7.479,0,two.sided,Welch Two Sample t-test,3.34647280643066e-06
TMEM52,Invasive,Normal,62,10,1.39886628493338,6.18819135739345,65.1924400276964,4.5402748824955e-08,0.327980411770411,0.640535717261847,7.75225806451613,7.268,0,two.sided,Welch Two Sample t-test,3.54898153315065e-06
NT5E,Invasive,Normal,62,10,-2.699955227781,-7.20282405386597,30.5701624633077,4.59710682922121e-08,-1.8389092491545,-1.02696171858744,8.16306451612903,9.596,0,two.sided,Welch Two Sample t-test,3.58043258966131e-06
MRPL33,Invasive,Normal,62,10,-1.50164978560441,-6.61447620790579,43.1230138216452,4.60630762893732e-08,-0.765366776550523,-0.407729997643027,11.9964516129032,12.583,0,two.sided,Welch Two Sample t-test,3.58113444276374e-06
TSC22D1,Invasive,Normal,62,10,-2.37124570628533,-7.73452031133286,24.7436774641048,4.63684624832245e-08,-1.57750833403838,-0.913781988542264,10.4093548387097,11.655,0,two.sided,Welch Two Sample t-test,3.59839284033484e-06
TAF9,Invasive,Normal,62,10,-2.19662762426748,-8.19057171548361,21.4221405477778,4.85948428805862e-08,-1.42319889336853,-0.84738175179276,8.24370967741936,9.379,0,two.sided,Welch Two Sample t-test,3.74769342994028e-06
CTRC,Invasive,Normal,62,10,1.41864747083843,6.14850794029769,66.6688930446241,4.96172499302772e-08,0.340718609477557,0.66831364858696,7.56951612903226,7.065,0,two.sided,Welch Two Sample t-test,3.81018162083625e-06
BBX,Invasive,Normal,62,10,-1.60687540036379,-7.15925059866708,30.7336554951948,5.01841698227523e-08,-0.879256669006336,-0.489259460025923,11.1177419354839,11.802,0,two.sided,Welch Two Sample t-test,3.83926694948957e-06
C1orf190,Invasive,Normal,62,10,-1.44125197079349,-7.03487136538712,32.5150329888084,5.16161336394508e-08,-0.67991301493634,-0.374732146353982,7.66467741935484,8.192,0,two.sided,Welch Two Sample t-test,3.94182820225668e-06
CAPZA1,Invasive,Normal,62,10,-2.25213033700251,-6.59328359045698,42.6355114529979,5.20283820444716e-08,-1.52964229438536,-0.812938350775935,10.0837096774194,11.255,0,two.sided,Welch Two Sample t-test,3.96279601448795e-06
TSPYL1,Invasive,Normal,62,10,-2.47559307868771,-7.80522176034782,23.7219229699,5.27633236980199e-08,-1.65379749691512,-0.961750890181657,10.6632258064516,11.971,0,two.sided,Welch Two Sample t-test,4.00183671052995e-06
YTHDF1,Invasive,Normal,62,10,1.48917791831877,7.4166837298085,27.2494774632415,5.28737390546984e-08,0.41564391752514,0.733388340539376,11.2695161290323,10.695,0,two.sided,Welch Two Sample t-test,4.00244928549496e-06
HLA-DRA,Invasive,Normal,62,10,-4.35296976668321,-7.47851278280108,26.5864278499099,5.30238888457713e-08,-2.7046232852702,-1.5393767147298,11.515,13.637,0,two.sided,Welch Two Sample t-test,4.00373089708346e-06
EYA3,Invasive,Normal,62,10,1.27219743302922,6.82226748399062,36.3990910261995,5.31729166269279e-08,0.244111328596601,0.450533832693721,7.50032258064516,7.153,0,two.sided,Welch Two Sample t-test,4.00402269916001e-06
DEPDC1B,Invasive,Normal,62,10,1.30352599622901,6.0832024719077,69.8992515780911,5.60680494305875e-08,0.257036271700859,0.507802437976559,7.32741935483871,6.945,0,two.sided,Welch Two Sample t-test,4.17857176928439e-06
PCSK6,Invasive,Normal,62,10,1.1500347215924,6.24812744074999,57.0497052030122,5.60719628816089e-08,0.137042943749921,0.266311894959757,7.24467741935484,7.043,0,two.sided,Welch Two Sample t-test,4.17857176928439e-06
LOC727762,Invasive,Normal,62,10,1.41077104500269,6.24082487687523,57.2429512037188,5.69764671806769e-08,0.337193972211898,0.655773769723587,8.44048387096774,7.944,0,two.sided,Welch Two Sample t-test,4.23136076749027e-06
VPS26A,Invasive,Normal,62,10,-1.66745191832144,-6.86008882087585,35.0744196258813,5.73125843711934e-08,-0.955920136563472,-0.519370186017176,9.36435483870968,10.102,0,two.sided,Welch Two Sample t-test,4.24281549760461e-06
CNTROB,Invasive,Normal,62,10,1.39066429192573,6.8984665854951,34.24966842522,5.78852845568114e-08,0.335651757640112,0.61589662945666,8.54177419354839,8.066,0,two.sided,Welch Two Sample t-test,4.26946027018342e-06
TFR2,Invasive,Normal,62,10,1.29980060317464,6.67646133165087,39.2468685638681,5.80228733267755e-08,0.263707086357139,0.492873558804152,7.45629032258064,7.078,0,two.sided,Welch Two Sample t-test,4.27230535546708e-06
TOP3A,Invasive,Normal,62,10,1.3788058786129,6.24920511350256,55.7904272950828,6.03812992475321e-08,0.314853662830762,0.611985046846657,8.11741935483871,7.654,0,two.sided,Welch Two Sample t-test,4.40089915529141e-06
LOC729425,Invasive,Normal,62,10,-1.58238074294812,-6.88582392340717,34.1936127556336,6.05957281098781e-08,-0.85746365749138,-0.466729890895717,8.24790322580645,8.91,0,two.sided,Welch Two Sample t-test,4.40908006152617e-06
LOC642464,Invasive,Normal,62,10,1.49031046044091,6.92241241472415,33.305934384061,6.25547761309362e-08,0.406497764197598,0.744728042254016,9.15161290322581,8.576,0,two.sided,Welch Two Sample t-test,4.52843318868072e-06
CAST,Invasive,Normal,62,10,-2.05452722999265,-7.25433595727195,28.3507970152479,6.26558499499951e-08,-1.33197084508369,-0.745642058142119,9.2741935483871,10.313,0,two.sided,Welch Two Sample t-test,4.52843318868072e-06
MEN1,Invasive,Normal,62,10,1.25395351815236,6.55226883852983,41.9499706155572,6.40743218376818e-08,0.225924137738508,0.427043604196976,7.91548387096774,7.589,0,two.sided,Welch Two Sample t-test,4.60988069298279e-06
FUT6,Invasive,Normal,62,10,1.43539879321447,6.27284605026376,53.4830150158711,6.42766802565674e-08,0.354752315331683,0.688150910474769,7.91645161290323,7.395,0,two.sided,Welch Two Sample t-test,4.61465923412707e-06
PEG3,Invasive,Normal,62,10,-3.77645411560933,-7.38685039321221,26.5869194976295,6.63933430119496e-08,-2.44990982069286,-1.38415469543617,8.54596774193548,10.463,0,two.sided,Welch Two Sample t-test,4.74294696072782e-06
PIGY,Invasive,Normal,62,10,-1.50067638944856,-6.30312423449737,51.2642296939474,6.72145299604443e-08,-0.77211086906792,-0.399114937383693,11.7133870967742,12.299,0,two.sided,Welch Two Sample t-test,4.79367361774091e-06
ZNF773,Invasive,Normal,62,10,-1.6019606492793,-6.29641108966821,51.5444399478349,6.74931605129136e-08,-0.896546800055929,-0.463130619298909,10.8551612903226,11.535,0,two.sided,Welch Two Sample t-test,4.80560212840131e-06
TGFBR2,Invasive,Normal,62,10,-3.8743861262664,-8.56329762314443,18.7022018872688,6.80620916450308e-08,-2.43206785043748,-1.47586763343349,9.70403225806452,11.658,0,two.sided,Welch Two Sample t-test,4.82769873696824e-06
TMEM14C,Invasive,Normal,62,10,-1.91595611450248,-6.84225009408257,33.9580470474739,7.13828533652005e-08,-1.21669555001206,-0.659433482246009,11.316935483871,12.255,0,two.sided,Welch Two Sample t-test,5.03272443954521e-06
SLC27A4,Invasive,Normal,62,10,1.36546004220042,7.42591336086036,25.7862132190609,7.31107316835768e-08,0.324944319481008,0.573829874067379,7.94338709677419,7.494,0,two.sided,Welch Two Sample t-test,5.13775545713839e-06
C6orf72,Invasive,Normal,62,10,-1.46052177846233,-6.29433636824652,50.1503192305472,7.53256034089498e-08,-0.720857082552334,-0.372110659383147,11.3645161290323,11.911,0,two.sided,Welch Two Sample t-test,5.28254583599788e-06
PRICKLE2,Invasive,Normal,62,10,-3.04100541874116,-7.08553516865358,29.6329137941099,7.54813104989948e-08,-2.0672696905484,-1.14182708364515,9.54645161290323,11.151,0,two.sided,Welch Two Sample t-test,5.28254583599788e-06
GTPBP2,Invasive,Normal,62,10,1.3955547352666,7.1504174404747,28.721767848829,7.60442606223929e-08,0.343246805219997,0.618430614134842,8.55483870967742,8.074,0,two.sided,Welch Two Sample t-test,5.30073951104202e-06
LOC90624,Invasive,Normal,62,10,-1.76991173996639,-7.89201320492192,21.8704711896107,7.70389315094146e-08,-1.04019874715156,-0.607156091558117,7.86032258064516,8.684,0,two.sided,Welch Two Sample t-test,5.35325622603842e-06
POFUT2,Invasive,Normal,62,10,1.3670791508397,6.067823716099,64.137543006465,7.70457985623866e-08,0.30258682614207,0.599606722245026,10.2720967741935,9.821,0,two.sided,Welch Two Sample t-test,5.35325622603842e-06
HNRPH2,Invasive,Normal,62,10,-1.84288716574179,-9.046281256731,16.6759241890538,7.72976400216062e-08,-1.08796927321365,-0.67596621065732,7.76403225806452,8.646,0,two.sided,Welch Two Sample t-test,5.35765238544291e-06
SUMO1P3,Invasive,Normal,62,10,-1.52230566148687,-6.31443784909325,48.8424323195807,7.74713704609165e-08,-0.799215956705494,-0.413300172326766,10.6077419354839,11.214,0,two.sided,Welch Two Sample t-test,5.35765238544291e-06
FLJ20397,Invasive,Normal,62,10,1.41219125094791,7.03020105428443,30.2894908380434,7.7481577095494e-08,0.353343243709764,0.642527724032172,9.42693548387097,8.929,0,two.sided,Welch Two Sample t-test,5.35765238544291e-06
CBX7,Invasive,Normal,62,10,-2.62389443330147,-7.22813173898133,27.575429399345,7.90606590979356e-08,-1.78638521644273,-0.997034138395977,10.4112903225806,11.803,0,two.sided,Welch Two Sample t-test,5.44937590855867e-06
FAM10A4,Invasive,Normal,62,10,-2.15050788248379,-8.25355055355894,19.7316750282121,7.93546410233914e-08,-1.38411197298142,-0.82524286572826,10.6903225806452,11.795,0,two.sided,Welch Two Sample t-test,5.46091555163842e-06
TCF19,Invasive,Normal,62,10,1.42992104004561,6.08707710836946,61.6295866183932,8.07654140150789e-08,0.346484097417416,0.68538687032452,7.82693548387097,7.311,0,two.sided,Welch Two Sample t-test,5.54032763739686e-06
FLJ30092,Invasive,Normal,62,10,1.35757533436373,5.99645189930284,69.2951898091557,8.17743443608151e-08,0.294317428008956,0.587747088120074,8.30903225806452,7.868,0,two.sided,Welch Two Sample t-test,5.58291045962097e-06
IL20,Invasive,Normal,62,10,1.31998005364287,5.98557590332286,68.791235312101,8.72225544291889e-08,0.267020022882005,0.534012235182512,7.79951612903226,7.399,0,two.sided,Welch Two Sample t-test,5.91741946306705e-06
NVL,Invasive,Normal,62,10,1.4523803886763,6.84239936240005,32.6267017953905,8.77557699035699e-08,0.378256423354153,0.698582286323264,9.26741935483871,8.729,0,two.sided,Welch Two Sample t-test,5.94424797456709e-06
PIK3C3,Invasive,Normal,62,10,-1.33166002449824,-6.09168750587661,59.5087628785871,8.85911756136119e-08,-0.54893779810202,-0.277513814801204,8.74177419354839,9.155,0,two.sided,Welch Two Sample t-test,5.99142953820709e-06
KRT126P,Invasive,Normal,62,10,1.26691749956955,6.95511409660875,30.6438248833824,8.92440758098814e-08,0.241186181129173,0.441458980161149,7.78032258064516,7.439,0,two.sided,Welch Two Sample t-test,6.01672403600744e-06
TICAM1,Invasive,Normal,62,10,1.42522880648398,6.34635574003653,45.4431722247548,9.17752093610273e-08,0.349002893110958,0.673384203663234,10.2591935483871,9.748,0,two.sided,Welch Two Sample t-test,6.15850191836642e-06
PLK1,Invasive,Normal,62,10,1.37988533446545,5.9712565651333,68.641081409409,9.29776464289202e-08,0.30933229080173,0.619764483391819,7.83354838709677,7.369,0,two.sided,Welch Two Sample t-test,6.22950231073765e-06
RANBP3,Invasive,Normal,62,10,1.28917812418445,6.29440529563884,46.7402409971586,9.84134287653674e-08,0.249313664689657,0.483589561116793,8.46145161290323,8.095,0,two.sided,Welch Two Sample t-test,6.55299787711122e-06
